x,y,h,w,c_x,c_y,class
296.08173,36.722874,293.1742,101.02356,346,183,6
296.05557,36.96938,292.64563,101.24591,346,183,6
297.26974,38.103317,291.99573,99.60022,347,184,6
297.74805,37.195072,291.17258,98.93533,347,182,6
296.87015,35.039963,294.87128,100.91229,347,182,6
295.89185,34.98127,295.10297,102.79727,347,182,6
295.86047,33.851337,296.41522,102.857056,347,182,6
296.6311,34.57678,296.65048,102.67316,347,182,6
296.87122,33.886086,298.86176,101.95007,347,183,6
297.28458,32.972916,300.0111,103.892944,349,182,6
295.93246,32.834774,301.39346,107.02017,349,183,6
295.0605,32.549385,301.3364,107.02545,348,183,6
295.33734,31.863241,302.3822,108.344055,349,183,6
295.88055,31.89128,303.21588,107.606415,349,183,6
296.0367,32.158928,301.94574,106.47156,349,183,6
297.11877,32.372818,301.73688,107.214874,350,183,6
297.21002,31.863342,303.682,110.9754,352,183,6
